itemID,itemName,,,,,,,,,,,,
251487,Prismatic Focusing Iris,240972,2,242620,2,,,,,,,,
251489,Stabilizing Gemstone Bandolier,242553,1,242607,1,242606,1,242554,1,242620,3,,
240974,Kaleidoscopic Prism,242612,1,242610,1,242613,1,242611,1,242620,10,,
240972,Sin'dorei Lens,242620,1,242787,3,,,,,,,,
240991,Sunglass Vial,242787,5,242788,1,,,,,,,,
240889,Flawless Deadly Peridot,236950,3,251285,1,242610,1,242620,5,,,,
240891,Flawless Masterful Peridot,236950,3,251285,1,242610,1,242620,5,,,,
240887,Flawless Quick Peridot,236950,3,251285,1,242610,1,242620,5,,,,
240893,Flawless Versatile Peridot,236950,3,251285,1,242610,1,242620,5,,,,
241137,Harandar Peridot Prism,240974,1,,,,,,,,,,
240861,Versatile Peridot,242607,1,242620,1,,,,,,,,
240859,Masterful Peridot,242607,1,242620,1,,,,,,,,
240857,Deadly Peridot,242607,1,242620,1,,,,,,,,
240855,Quick Peridot,242607,1,242620,1,,,,,,,,
240913,Flawless Deadly Lapis,236951,3,251285,1,242612,1,242620,5,,,,
240917,Flawless Masterful Lapis,236951,3,251285,1,242612,1,242620,5,,,,
240915,Flawless Quick Lapis,236951,3,251285,1,242612,1,242620,5,,,,
240911,Flawless Versatile Lapis,236951,3,251285,1,242612,1,242620,5,,,,
241132,Amani Lapis Prism,240974,1,,,,,,,,,,
240883,Quick Lapis,242554,1,242620,1,,,,,,,,
240885,Masterful Lapis,242554,1,242620,1,,,,,,,,
240881,Deadly Lapis,242554,1,242620,1,,,,,,,,
240879,Versatile Lapis,242554,1,242620,1,,,,,,,,
240897,Flawless Deadly Amethyst,236952,3,251285,1,242611,1,242620,5,,,,
240895,Flawless Masterful Amethyst,236952,3,251285,1,242611,1,242620,5,,,,
240899,Flawless Quick Amethyst,236952,3,251285,1,242611,1,242620,5,,,,
240901,Flawless Versatile Amethyst,236952,3,251285,1,242611,1,242620,5,,,,
241133,Tenebrous Amethyst Prism,240974,1,,,,,,,,,,
240869,Versatile Amethyst,242606,1,242620,1,,,,,,,,
240867,Quick Amethyst,242606,1,242620,1,,,,,,,,
240865,Deadly Amethyst,242606,1,242620,1,,,,,,,,
240863,Masterful Amethyst,242606,1,242620,1,,,,,,,,
240903,Flawless Deadly Garnet,236949,3,251285,1,242613,1,242620,5,,,,
240907,Flawless Masterful Garnet,236949,3,251285,1,242613,1,242620,5,,,,
240905,Flawless Quick Garnet,236949,3,251285,1,242613,1,242620,5,,,,
240909,Flawless Versatile Garnet,236949,3,251285,1,242613,1,242620,5,,,,
241135,Sanguine Garnet Prism,240974,1,,,,,,,,,,
240877,Versatile Garnet,242553,1,242620,1,,,,,,,,
240875,Masterful Garnet,242553,1,242620,1,,,,,,,,
240873,Quick Garnet,242553,1,242620,1,,,,,,,,
240871,Deadly Garnet,242553,1,242620,1,,,,,,,,
240982,Indecipherable Eversong Diamond,251285,2,242608,1,240974,1,,,,,,
240966,Powerful Eversong Diamond,251285,2,242608,1,240974,1,,,,,,
240970,Stoic Eversong Diamond,251285,2,242608,1,240974,1,,,,,,
240968,Telluric Eversong Diamond,251285,2,242608,1,240974,1,,,,,,
241143,Cognitive Heliotrope,253307,1,242788,3,242620,15,,,,,,
241142,Determined Heliotrope,253307,1,242788,3,242620,15,,,,,,
241144,Enduring Heliotrope,253307,1,242788,3,242620,15,,,,,,
240952,Thalassian Competitor's Amulet,256559,3,242788,5,242620,5,,,,,,
240951,Thalassian Competitor's Signet,256559,3,242788,5,242620,5,,,,,,
251513,Loa Worshipper's Band,232875,2,251283,1,236951,20,240974,1,242788,5,242612,1
240949,Masterwork Sin'dorei Band,232875,2,251283,1,240974,1,242788,3,242620,5,,
241140,Signet of Azerothian Blessings,232875,2,251283,1,236950,20,240974,1,242788,5,242610,1
240947,Gleaming Copper Band,237359,5,242788,1,,,,,,,,
240950,Masterwork Sin'dorei Amulet,232875,2,251283,1,236949,10,240974,1,242788,5,,
241139,Thalassian Phoenix Torque,232875,2,251283,1,236949,20,240974,1,242788,5,242613,1
251073,Voidstone Shielding Array,232875,2,251283,1,236952,20,240972,12,242788,12,,
240948,Nocturnal Charm,237362,5,242788,1,,,,,,,,
240958,Improved Right-Handed Magnifying Glass,242620,10,240972,2,242788,5,244637,1,,,,
240960,Sin'dorei Enchanter's Crystal,242620,10,242788,5,244637,1,243605,1,,,,
240959,Sin'dorei Jeweler's Loupes,240972,6,242788,3,242620,3,238518,1,,,,
240957,Sin'dorei Scribe's Spectacles,242620,15,240972,2,242788,1,,,,,,
246527,Attuned Thalassian Rune-Prism,245345,20,240974,1,242620,5,242788,5,244637,1,243605,1
246524,Flawless Text Scrutinizers,245345,20,242620,20,240972,4,242788,4,,,,
246526,Mage-Eye Precision Loupes,245345,20,238529,1,240972,10,242788,6,242620,10,244633,1
246525,Thalassian Scribe's Crystalline Lens,245345,20,242620,20,240972,3,242788,10,244637,1,,
240953,Bold Biographer's Bifocals,240972,2,242788,1,,,,,,,,
240954,Fantastic Font Focuser,240972,1,242788,2,,,,,,,,
240956,Silvermoon Focusing Shard,242787,3,242788,1,242553,1,,,,,,
240955,Silvermoon Loupes,240972,1,242620,1,,,,,,,,
241141,Monologuer's Chalice,242787,2,,,,,,,,,,
262471,Bejeweled Sin'dorei Lyre,251665,25,256963,24,240974,1,242620,15,,,,
262469,Brilliant Phoenix Harp,251665,25,256963,36,242620,20,242788,20,,,,
262613,Replica Haranir Mural,256963,48,240974,1,242620,5,242788,25,,,,
248965,Resplendent Highborne Statue,256963,50,242620,15,242788,25,,,,,,
262454,Shining Sin'dorei Hourglass,256963,18,242620,20,242787,50,,,,,,
262461,Tenebrous Ren'dorei Armillary,256963,26,240974,1,242620,5,242788,15,,,,
