itemID,itemName,,,,,,
243576,Soul Sprocket,Bits and Bots,Bits,Recycling,Concentrated Effort,Multicraft,Resourcefulness
243574,Song Gear,Bits and Bots,Bits,Recycling,Concentrated Effort,Multicraft,Resourcefulness
244703,Consistent Cogwheel,Bits and Bots,Bits,Recycling,Concentrated Effort,Multicraft,Resourcefulness
244697,Flux Cogwheel,Bits and Bots,Bits,Recycling,Concentrated Effort,Multicraft,Resourcefulness
244699,Greased Cogwheel,Bits and Bots,Bits,Recycling,Concentrated Effort,Multicraft,Resourcefulness
244701,Perfected Cogwheel,Bits and Bots,Bits,Recycling,Concentrated Effort,Multicraft,Resourcefulness
248486,Emergency Soul Link,Bits and Bots,Bits,Recycling,Concentrated Effort,Multicraft,Resourcefulness
248138,Curious Red Button,Bits and Bots,Bits,Multicraft,Resourcefulness,,
248485,Wormhole Generator: Quel'Thalas,Bits and Bots,Bits,Resourcefulness,,,
248132,Kinetic Ankle Primers,Bits and Bots,Bits,Recycling,Concentrated Effort,Multicraft,Resourcefulness
248130,Lucky Keychain,Bits and Bots,Bits,Multicraft,Resourcefulness,,
248135,"B1P, Scorcher of Souls",Bits and Bots,Bots,Recycling,Concentrated Effort,Multicraft,Resourcefulness
248136,"M3DDY, Travel-Sized",Bits and Bots,Bots,Recycling,Concentrated Effort,Multicraft,Resourcefulness
248137,"M3DDY, Travel-Sized",Bits and Bots,Bots,Recycling,Concentrated Effort,Multicraft,Resourcefulness
255843,"HU5H, Nonchalant Pup",Bits and Bots,Bots,Recycling,Concentrated Effort,Multicraft,Resourcefulness
248409,W-47CH D0G,Bits and Bots,Bots,Recycling,Concentrated Effort,Multicraft,Resourcefulness
244743,Aetherlume Eye Wrap,Combat Analytics,Goggles,Recycling,Concentrated Effort,Resourcefulness,
244747,Aetherlume Silken Cuffs,Combat Analytics,Bracers,Recycling,Concentrated Effort,Resourcefulness,
244771,Aetherlume Softsteppers,Combat Analytics,Boots,Recycling,Concentrated Effort,Resourcefulness,
244759,Quel'dorei Cloth Goggles,Combat Analytics,Goggles,Recycling,Concentrated Effort,Resourcefulness,
244755,Quel'dorei Silken Cuffs,Combat Analytics,Bracers,Recycling,Concentrated Effort,Resourcefulness,
244767,Queldorei Sofsteppers,Combat Analytics,Boots,Recycling,Concentrated Effort,Resourcefulness,
244739,Thalassian Competitor's Cloth Cuffs,Combat Analytics,Bracers,Recycling,Concentrated Effort,Resourcefulness,
244735,Thalassian Competitor's Cloth Goggles,Combat Analytics,Goggles,Recycling,Concentrated Effort,Resourcefulness,
245337,Evercore Swiftfeet,Combat Analytics,Boots,Recycling,Concentrated Effort,Resourcefulness,
245341,Evercore Wrist Latch,Combat Analytics,Bracers,Recycling,Concentrated Effort,Resourcefulness,
244751,Evercore Zoomshroud,Combat Analytics,Goggles,Recycling,Concentrated Effort,Resourcefulness,
244748,Aetherlme Bands,Combat Analytics,Bracers,Recycling,Concentrated Effort,Resourcefulness,
244744,Aetherlume Optics,Combat Analytics,Goggles,Recycling,Concentrated Effort,Resourcefulness,
244772,Aetherlume Runners,Combat Analytics,Boots,Recycling,Concentrated Effort,Resourcefulness,
244756,Quel'dorei Bands,Combat Analytics,Bracers,Recycling,Concentrated Effort,Resourcefulness,
244760,Quel'dorei Leather Optics,Combat Analytics,Goggles,Recycling,Concentrated Effort,Resourcefulness,
244768,Quel'dorei Runners,Combat Analytics,Boots,Recycling,Concentrated Effort,Resourcefulness,
244740,Thaalssian Competitor's Leather Bands,Combat Analytics,Bracers,Recycling,Concentrated Effort,Resourcefulness,
244736,Thalassian Competitor's Leather Optics,Combat Analytics,Goggles,Recycling,Concentrated Effort,Resourcefulness,
245342,Evercore Binding,Combat Analytics,Bracers,Recycling,Concentrated Effort,Resourcefulness,
244752,Evercore Shade,Combat Analytics,Goggles,Recycling,Concentrated Effort,Resourcefulness,
245338,Evercore Stichwraps,Combat Analytics,Boots,Recycling,Concentrated Effort,Resourcefulness,
244749,Aetherlume Bracelets,Combat Analytics,Bracers,Recycling,Concentrated Effort,Resourcefulness,
244773,Aetherlume Clonkers,Combat Analytics,Boots,Recycling,Concentrated Effort,Resourcefulness,
244745,Aetherlume Vision Shroud,Combat Analytics,Goggles,Recycling,Concentrated Effort,Resourcefulness,
244757,Quel'dorei Bracelets,Combat Analytics,Bracers,Recycling,Concentrated Effort,Resourcefulness,
244769,Quel'dorei Clonkers,Combat Analytics,Boots,Recycling,Concentrated Effort,Resourcefulness,
244761,Quel'dorei Mail Shroud,Combat Analytics,Goggles,Recycling,Concentrated Effort,Resourcefulness,
244741,Thalassian Competitor's Mail Links,Combat Analytics,Bracers,Recycling,Concentrated Effort,Resourcefulness,
244737,Thalassian Competitor's Mail Visor,Combat Analytics,Goggles,Recycling,Concentrated Effort,Resourcefulness,
245343,Evercore Chainguards,Combat Analytics,Bracers,Recycling,Concentrated Effort,Resourcefulness,
244753,Evercore Reconissance,Combat Analytics,Goggles,Recycling,Concentrated Effort,Resourcefulness,
245339,Evercore Turbochains,Combat Analytics,Boots,Recycling,Concentrated Effort,Resourcefulness,
244750,Aetherlume Guards,Combat Analytics,Bracers,Recycling,Concentrated Effort,Resourcefulness,
244774,Aetherlume Stompers,Combat Analytics,Boots,Recycling,Concentrated Effort,Resourcefulness,
244746,Aetherlume Sun Guard,Combat Analytics,Goggles,Recycling,Concentrated Effort,Resourcefulness,
244758,Quel'dorei Guards,Combat Analytics,Bracers,Recycling,Concentrated Effort,Resourcefulness,
244770,Quel'dorei Stompers,Combat Analytics,Boots,Recycling,Concentrated Effort,Resourcefulness,
244762,Quel'dorei Visor,Combat Analytics,Goggles,Recycling,Concentrated Effort,Resourcefulness,
244742,Thalassian Competitor's Plate Bindings,Combat Analytics,Bracers,Recycling,Concentrated Effort,Resourcefulness,
244738,Thalassian Competitor's Plate Guard,Combat Analytics,Goggles,Recycling,Concentrated Effort,Resourcefulness,
245344,Evercore Gear Weight,Combat Analytics,Bracers,Recycling,Concentrated Effort,Resourcefulness,
245340,Evercore Greaseplates,Combat Analytics,Boots,Recycling,Concentrated Effort,Resourcefulness,
244754,Evercore Vision Guard,Combat Analytics,Goggles,Recycling,Concentrated Effort,Resourcefulness,
259171,Head-Mounted Beam Bummer,Market Mobility,Finishing Touches,Engineering Accessories,Concentrated Effort,Resourcefulness,
259173,Rock Bonkin' Hardhat,Market Mobility,Finishing Touches,Mining Accessories,Concentrated Effort,Resourcefulness,
259177,Self-Sharpening Sin'dorei Snippers,Market Mobility,Mandatory Tools,Tailoring Tools,Concentrated Effort,Resourcefulness,
259179,Sin'dorei Reeler's Rod,Market Mobility,Finishing Touches,Fishing Rods,Concentrated Effort,Resourcefulness,
244720,Junkler's Big Ol' Bag,Market Mobility,Finishing Touches,Mining Accessories,Concentrated Effort,Resourcefulness,
244712,Sin'dorei Angler's Rod,Market Mobility,Finishing Touches,Fishing Rods,Concentrated Effort,Resourcefulness,
244716,Sin'dorei Gilded Hardhat,Market Mobility,Finishing Touches,Mining Accessories,Concentrated Effort,Resourcefulness,
244710,Sin'dorei Headlamp,Market Mobility,Finishing Touches,Engineering Accessories,Concentrated Effort,Resourcefulness,
244708,Sin'dorei Snippers,Market Mobility,Mandatory Tools,Tailoring Tools,Concentrated Effort,Resourcefulness,
244718,Turbo-Junker's Multitool,Market Mobility,Mandatory Tools,Engineering Tools,Concentrated Effort,Resourcefulness,
244714,Sin'dorei Clampers,Market Mobility,Mandatory Tools,Jewelcrafting Tools,Concentrated Effort,Resourcefulness,
244713,Farstrider Clampers,Market Mobility,Mandatory Tools,Jewelcrafting Tools,Concentrated Effort,Resourcefulness,
244707,Farstrider Fabric Cutters,Market Mobility,Mandatory Tools,Tailoring Tools,Concentrated Effort,Resourcefulness,
244715,Farstrider Hardhat,Market Mobility,Finishing Touches,Mining Accessories,Concentrated Effort,Resourcefulness,
244711,Farstrider Hobbyist Rod,Market Mobility,Finishing Touches,Fishing Rods,Concentrated Effort,Resourcefulness,
244719,Farstrider Rock Satchel,Market Mobility,Finishing Touches,Mining Accessories,Concentrated Effort,Resourcefulness,
244709,Junker's Junk Visor,Market Mobility,Finishing Touches,Engineering Accessories,Concentrated Effort,Resourcefulness,
244717,Junker's Multitool,Market Mobility,Mandatory Tools,Engineering Tools,Concentrated Effort,Resourcefulness,
257745,Farstrider's Hawkeye,Bits and Bots,Bits,Recycling,Concentrated Effort,Multicraft,Resourcefulness
257749,Laced Zoomshots,Bits and Bots,Bits,Recycling,Concentrated Effort,Multicraft,Resourcefulness
257747,Smuggler's Lynxeye,Bits and Bots,Bits,Recycling,Concentrated Effort,Multicraft,Resourcefulness
257751,Weighted Boomshots,Bits and Bots,Bits,Recycling,Concentrated Effort,Multicraft,Resourcefulness
257735,"B0P, Curator of Booms",Bits and Bots,Bots,Recycling,Concentrated Effort,Multicraft,Resourcefulness
268475,Evercore Dome Dinger,Combat Analytics,Guns,Recycling,Concentrated Effort,Resourcefulness,
268479,Thalassian Competitor's Rifle,Combat Analytics,Guns,Recycling,Concentrated Effort,Resourcefulness,
268477,P.O.W. x3,Combat Analytics,Guns,Recycling,Concentrated Effort,Resourcefulness,
244763,Thalassian Competitor's Cloth Tip-Toes,Combat Analytics,Boots,Recycling,Concentrated Effort,Resourcefulness,
244764,Thalassian Competitor's Leather Sliders,Combat Analytics,Boots,Recycling,Concentrated Effort,Resourcefulness,
244765,Thalassian Competitor's Mail Footlinks,Combat Analytics,Boots,Recycling,Concentrated Effort,Resourcefulness,
244766,Thalassian Competitor's Plate Dunkers,Combat Analytics,Boots,Recycling,Concentrated Effort,Resourcefulness,
259181,Giga-Gem Grippers,Market Mobility,Mandatory Tools,Jewelcrafting Tools,Concentrated Effort,Resourcefulness,
259175,Heavy-Duty Rock Assister,Market Mobility,Finishing Touches,Engineering Accessories,Concentrated Effort,Resourcefulness,
259183,Turbo-Junker's Multitool v9,Market Mobility,Mandatory Tools,Engineering Tools,Concentrated Effort,Resourcefulness,
246460,Ambient Aethercharged Crystal,Resourcefulness,,,,,
262617,Ren'dorei Crafting Framework,Resourcefulness,,,,,
263049,Ren'dorei Lightpost,Resourcefulness,,,,,
262465,Ren'dorei Stargazer,Resourcefulness,,,,,
262618,Ren'dorei Void Projector,Resourcefulness,,,,,
262602,Ren'dorei Warp Orb,Resourcefulness,,,,,
262789,Small Telogrus Lamp,Resourcefulness,,,,,
