itemID,itemName,,,,,,,,,,,,,,,,
243576,Soul Sprocket,253302,1,237359,5,237362,10,,,,,,,,,,
243574,Song Gear,253302,1,237359,10,237362,5,,,,,,,,,,
244703,Consistent Cogwheel,253303,5,236949,1,243574,2,243576,1,,,,,,,,
244697,Flux Cogwheel,253303,5,236950,1,243574,2,243576,1,,,,,,,,
244699,Greased Cogwheel,253303,5,236951,1,243574,2,243576,1,,,,,,,,
244701,Perfected Cogwheel,253303,5,236952,1,243574,2,243576,1,,,,,,,,
248486,Emergency Soul Link,243581,1,243576,1,,,,,,,,,,,,
248138,Curious Red Button,253303,3,243581,1,243574,1,,,,,,,,,,
248485,Wormhole Generator: Quel'Thalas,253303,3,243581,1,243574,1,,,,,,,,,,
248132,Kinetic Ankle Primers,243581,1,243578,3,243574,2,,,,,,,,,,
248130,Lucky Keychain,253303,10,236951,1,243581,5,,,,,,,,,,
248135,"B1P, Scorcher of Souls",253303,10,236951,1,243581,5,,,,,,,,,,
248136,"M3DDY, Travel-Sized",243581,2,243578,3,243576,1,,,,,,,,,,
248137,"M3DDY, Travel-Sized",243574,1,243576,1,243581,1,,,,,,,,,,
255843,"HU5H, Nonchalant Pup",253303,10,236952,1,243581,5,,,,,,,,,,
248409,W-47CH D0G,253303,3,243581,1,243574,1,,,,,,,,,,
244743,Aetherlume Eye Wrap,232875,2,253302,5,236951,15,251283,1,243578,10,243581,3,239702,2,,
244747,Aetherlume Silken Cuffs,232875,2,253302,8,236951,15,251283,1,243578,10,243581,2,239702,2,,
244771,Aetherlume Softsteppers,232875,2,253302,6,236951,6,236950,6,251283,1,243578,10,243581,4,239702,2
244759,Quel'dorei Cloth Goggles,253303,4,253302,1,243581,1,,,,,,,,,,
244755,Quel'dorei Silken Cuffs,253303,5,253302,1,243581,1,,,,,,,,,,
244767,Quel'dorei Sofsteppers,253303,6,253302,1,243581,1,,,,,,,,,,
244739,Thalassian Competitor's Cloth Cuffs,256559,3,253302,3,243576,4,243581,3,,,,,,,,
244735,Thalassian Competitor's Cloth Goggles,256559,5,253302,3,243576,5,243581,2,,,,,,,,
245337,Evercore Swiftfeet,253303,3,243581,1,,,,,,,,,,,,
245341,Evercore Wrist Latch,243581,1,,,,,,,,,,,,,,
244751,Evercore Zoomshroud,243581,1,,,,,,,,,,,,,,
244748,Aetherlme Bands,232875,2,253302,8,236951,15,251283,1,243578,10,243581,2,238518,2,,
244744,Aetherlume Optics,232875,2,253302,5,236951,15,251283,1,243578,10,243581,3,238518,2,,
244772,Aetherlume Runners,232875,2,253302,6,236951,6,236950,6,251283,1,243578,10,243581,4,238518,2
244756,Quel'dorei Bands,253303,5,253302,1,243581,1,,,,,,,,,,
244760,Quel'dorei Leather Optics,253303,4,253302,1,243581,1,,,,,,,,,,
244768,Quel'dorei Runners,253303,6,253302,1,243581,1,,,,,,,,,,
244740,Thaalssian Competitor's Leather Bands,256559,3,253302,3,243576,4,243581,3,,,,,,,,
244736,Thalassian Competitor's Leather Optics,256559,5,253302,3,243576,5,243581,2,,,,,,,,
245342,Evercore Binding,243581,1,,,,,,,,,,,,,,
244752,Evercore Shade,243581,1,,,,,,,,,,,,,,
245338,Evercore Stichwraps,253303,3,243581,1,,,,,,,,,,,,
244749,Aetherlume Bracelets,232875,2,253302,8,236951,15,251283,1,243578,10,243581,2,238520,2,,
244773,Aetherlume Clonkers,232875,2,253302,6,236951,6,236950,6,251283,1,243578,10,243581,4,238520,2
244745,Aetherlume Vision Shroud,232875,2,253302,5,236951,15,251283,1,243578,10,243581,3,238520,2,,
244757,Quel'dorei Bracelets,253303,5,253302,1,243581,1,,,,,,,,,,
244769,Quel'dorei Clonkers,253303,6,253302,1,243581,1,,,,,,,,,,
244761,Quel'dorei Mail Shroud,253303,4,253302,1,243581,1,,,,,,,,,,
244741,Thalassian Competitor's Mail Links,256559,3,253302,3,243576,4,243581,3,,,,,,,,
244737,Thalassian Competitor's Mail Visor,256559,5,253302,3,243576,5,243581,2,,,,,,,,
245343,Evercore Chainguards,243581,1,,,,,,,,,,,,,,
244753,Evercore Reconissance,243581,1,,,,,,,,,,,,,,
245339,Evercore Turbochains,253303,3,243581,1,,,,,,,,,,,,
244750,Aetherlume Guards,232875,2,253302,10,236951,15,237366,3,251283,1,243578,10,243581,2,,
244774,Aetherlume Stompers,232875,2,253302,6,236951,6,236950,6,237366,3,251283,1,243578,10,243581,4
244746,Aetherlume Sun Guard,232875,2,253302,10,236951,15,237366,3,251283,1,243578,10,243581,3,,
244758,Quel'dorei Guards,253303,5,253302,1,243581,1,,,,,,,,,,
244770,Quel'dorei Stompers,253303,6,253302,1,243581,1,,,,,,,,,,
244762,Quel'dorei Visor,253303,4,253302,1,243581,1,,,,,,,,,,
244742,Thalassian Competitor's Plate Bindings,256559,3,253302,3,243576,4,243581,3,,,,,,,,
244738,Thalassian Competitor's Plate Guard,256559,5,253302,3,243576,5,243581,2,,,,,,,,
245344,Evercore Gear Weight,243581,1,,,,,,,,,,,,,,
245340,Evercore Greaseplates,253303,3,243581,1,,,,,,,,,,,,
244754,Evercore Vision Guard,243581,1,,,,,,,,,,,,,,
259171,Head-Mounted Beam Bummer,253302,1,238530,1,245345,20,243578,4,243581,2,,,,,,
259173,Rock Bonkin' Hardhat,253302,1,238529,1,245345,20,243578,4,243581,2,,,,,,
259177,Self-Sharpening Sin'dorei Snippers,253302,1,238528,1,245345,20,243578,4,243581,2,,,,,,
259179,Sin'dorei Reeler's Rod,253302,1,238530,1,245345,20,243578,4,243581,2,,,,,,
244720,Junkler's Big Ol' Bag,253302,1,238529,1,243578,4,243581,2,,,,,,,,
244712,Sin'dorei Angler's Rod,253302,1,238530,1,243578,4,243581,2,,,,,,,,
244716,Sin'dorei Gilded Hardhat,253302,1,238529,1,243578,4,243581,2,,,,,,,,
244710,Sin'dorei Headlamp,253302,1,238530,1,243578,4,243581,2,,,,,,,,
244708,Sin'dorei Snippers,253302,1,238528,1,243578,4,243581,2,,,,,,,,
244718,Turbo-Junker's Multitool,253302,1,238528,1,243578,3,243581,2,,,,,,,,
244714,Sin'dorei Clampers,253302,1,238530,1,243578,4,243581,2,,,,,,,,
244713,Farstrider Clampers,243576,1,243581,1,,,,,,,,,,,,
244707,Farstrider Fabric Cutters,243576,1,243581,1,,,,,,,,,,,,
244715,Farstrider Hardhat,243576,1,243581,1,,,,,,,,,,,,
244711,Farstrider Hobbyist Rod,243576,1,243581,1,,,,,,,,,,,,
244719,Farstrider Rock Satchel,243576,1,243581,1,,,,,,,,,,,,
244709,Junker's Junk Visor,253302,1,238529,1,243578,4,243581,2,,,,,,,,
