itemID,itemName,,,,,,,,,,,,
238204,Sterling Alloy,243060,4,237364,6,238197,3,,,,,,
238202,Gloaming Alloy,243060,4,237362,6,238197,3,,,,,,
238197,Refulgent Copper Ingot,243060,2,237359,5,,,,,,,,
244472,Knight-Commander's Palisade,232875,2,237366,1,251283,1,238202,10,238204,10,244637,1
244463,Murder Row Fleet Feet,232875,2,237366,1,251283,1,238202,10,238204,10,244637,1
237834,Spellbreaker's Bracers,232875,2,237366,1,251283,1,238204,8,238202,8,244635,1
237832,Spellbreaker's Cover,232875,2,237366,1,251283,1,238204,10,238202,6,244635,1
237830,Spellbreaker's Girdle,232875,2,237366,1,251283,1,238204,8,238202,8,244635,1
237833,Spellbreaker's Legguards,232875,2,237366,1,251283,1,238204,12,238202,5,244635,1
237835,Spellerbreaker's Mantle,232875,2,237366,1,251283,1,238204,12,238202,5,244635,1
237828,Spellbreaker's March,232875,2,237366,1,251283,1,238204,10,238202,6,244635,1
237831,Spellbreaker's Rebuke,232875,2,251283,1,237366,2,238202,10,238204,6,244637,1
237836,Spellbreaker's Resolve,232875,2,237366,1,251283,1,238204,10,238202,6,244635,1
237829,Spellbreaker's Shelter,232875,2,237366,1,251283,1,238204,12,238202,5,244635,1
237922,Blood-Tempered Leggings,243060,1,238197,3,,,,,,,,
237924,Blood-Tempered Pauldrons,243060,1,238197,3,,,,,,,,
237917,Blood-Tempered Greaves,243060,2,238197,2,,,,,,,,
237921,Blood-Tempered Basinet,243060,2,238197,2,,,,,,,,
237925,Blood-Tempered Bulwark,243060,2,238197,2,,,,,,,,
237920,Blood-Tempered Gauntlets,243060,2,238197,4,,,,,,,,
237919,Blood-Tempered Greatbelt,243060,1,238197,2,,,,,,,,
237923,Blood-Tempered Bracers,243060,1,238197,2,,,,,,,,
237918,Blood-Tempered Chestplate,243060,1,238197,3,,,,,,,,
237847,Blood Knight's Impetus,232875,4,251283,1,237366,2,238202,10,238204,6,244637,1
237848,Blood Knight's Mercy,232875,4,251283,1,237366,2,238202,10,238204,6,244637,1
237846,Blood Knight's Warblade,232875,4,251283,1,237366,2,238202,10,238204,6,244637,1
237845,Bloomforged Claw,232875,2,251283,1,237366,2,238202,8,238204,6,244637,1
237842,Bloomforged Greataxe,232875,4,251283,1,237366,2,238202,10,238204,6,244637,1
237850,Farstrider's Chopper,232875,2,251283,1,237366,2,238202,8,238204,6,244637,1
237837,Farstrider's Mercy,232875,2,251283,1,237366,2,238202,7,238204,7,244637,1
237844,Magister's Cleaver,232875,2,251283,1,237366,2,238202,8,238204,6,244637,1
237843,Magister's Mana Sword,232875,2,251283,1,237366,2,238202,8,238204,6,244637,1
237838,Magister's Ritual Knife,232875,2,251283,1,237366,2,238202,7,238204,7,244637,1
237849,Magister's Valediction,232875,4,251283,1,237366,2,238202,10,238204,6,244637,1
244679,Murder Row Fishhook,232875,2,237366,1,251283,1,238202,10,238204,10,244637,1
237839,Spellbreaker's Blade,232875,2,251283,1,237366,2,238202,8,238204,6,244637,1
237841,Spellbreaker's Ultimatum,232875,2,251283,1,237366,2,238202,8,238204,6,244637,1
237840,Spellbreaker's Warglaive,232875,2,251283,1,237366,2,238202,8,238204,6,244637,1
237930,Dawnforged War Mace,243060,1,238197,3,,,,,,,,
237929,Primalforged Knuckles,243060,2,238197,4,,,,,,,,
237928,Dawnforged Long Blade,243060,2,238197,4,,,,,,,,
237931,Dawnforged Splitter,243060,2,238197,4,,,,,,,,
237927,Dawnforged Edge,243060,1,238197,3,,,,,,,,
237926,Dawnforged Ritual Knife,243060,1,238197,3,,,,,,,,
237932,Primalforged Heavy Axe,243060,2,238197,4,,,,,,,,
259230,Sunforged Blacksmith's Toolbox,238530,2,243060,5,237366,2,245345,20,238204,5,,
246536,Sunforged Leatherworker's Knife,238528,2,237366,2,245345,20,238204,5,,,,
259232,Sunforged Leatherworker's Toolset,238529,2,243060,5,237366,2,245345,20,238204,5,,
259234,Sunforged Needle Set,238528,2,243060,5,237366,2,245345,20,238204,5,,
246534,Sunforged Pickaxe,238528,2,237366,2,245345,20,238204,5,,,,
246533,Sunforged Sickle,238528,2,237366,2,245345,20,238204,5,,,,
246535,Sunforged Skinning Knife,238528,2,237366,2,245345,20,238204,5,,,,
238018,Sun-Blessed Blacksmith's Hammer,238528,1,237366,2,238204,5,,,,,,
237952,Sun-Blessed Blacksmith's Toolbox,238530,1,243060,5,237366,2,238204,5,,,,
238017,Sun-Blessed Leatherworker's Knife,238528,1,237366,2,238204,5,,,,,,
237951,Sun-Blessed Leatherworker's Tollset,238529,1,243060,5,237366,2,238204,5,,,,
237950,Sun-Blessed Needle Set,238528,1,243060,5,237366,2,238204,5,,,,
238015,Sun-Blessed Pickaxe,238528,1,237366,2,238204,5,,,,,,
238014,Sun-Blessed Sickle,238528,1,237366,2,238204,5,,,,,,
238016,Sun-Blessed Skinning Knife,238528,1,237366,2,238204,5,,,,,,
238013,Thalassian Blacksmith's Hammer,243060,3,238197,6,,,,,,,,
246537,Sunforged Blacksmith's Hammer,238528,2,237366,2,245345,20,238204,5,,,,
237948,Thalassian Blacksmith's Toolbox,243060,4,238197,5,,,,,,,,
238012,Thalassian Leatherworker's Knife,243060,3,238197,6,,,,,,,,
237947,Thalassian Leatherworker's Toolset,243060,4,238197,5,,,,,,,,
