itemID,itemName,,,,,,
238204,Sterling Alloy,The Old Ways,Second Nature,Resourceful Smith,Prolific Worker,Alloys,
238202,Gloaming Alloy,The Old Ways,Second Nature,Resourceful Smith,Prolific Worker,Alloys,
238197,Refulgent Copper Ingot,The Old Ways,Second Nature,Resourceful Smith,Prolific Worker,Alloys,
244472,Knight-Commander's Palisade,The Old Ways,Second Nature,Resourceful Smith,Amorsmithing,Large Plate Armor,Shields
244463,Murder Row Fleet Feet,The Old Ways,Second Nature,Resourceful Smith,Amorsmithing,Sculpted Armor,Sabatons
237834,Spellbreaker's Bracers,The Old Ways,Second Nature,Resourceful Smith,Amorsmithing,Articulating Armor,Vambraces
237832,Spellbreaker's Cover,The Old Ways,Second Nature,Resourceful Smith,Amorsmithing,Sculpted Armor,Helms
237830,Spellbreaker's Girdle,The Old Ways,Second Nature,Resourceful Smith,Amorsmithing,Articulating Armor,Belts
237833,Spellbreaker's Legguards,The Old Ways,Second Nature,Resourceful Smith,Amorsmithing,Large Plate Armor,Greaves
237835,Spellerbreaker's Mantle,The Old Ways,Second Nature,Resourceful Smith,Amorsmithing,Sculpted Armor,Pauldrons
237828,Spellbreaker's March,The Old Ways,Second Nature,Resourceful Smith,Amorsmithing,Sculpted Armor,Sabatons
237831,Spellbreaker's Rebuke,The Old Ways,Second Nature,Resourceful Smith,Amorsmithing,Large Plate Armor,Shields
237836,Spellbreaker's Resolve,The Old Ways,Second Nature,Resourceful Smith,Amorsmithing,Articulating Armor,Gauntlets
237829,Spellbreaker's Shelter,The Old Ways,Second Nature,Resourceful Smith,Amorsmithing,Large Plate Armor,Chestplates
237922,Blood-Tempered Leggings,The Old Ways,Second Nature,Resourceful Smith,Amorsmithing,Large Plate Armor,Greaves
237924,Blood-Tempered Pauldrons,The Old Ways,Second Nature,Resourceful Smith,Amorsmithing,Sculpted Armor,Pauldrons
237917,Blood-Tempered Greaves,The Old Ways,Second Nature,Resourceful Smith,Amorsmithing,Sculpted Armor,Sabatons
237921,Blood-Tempered Basinet,The Old Ways,Second Nature,Resourceful Smith,Amorsmithing,Sculpted Armor,Helms
