itemID,itemName,,,,,,,
224073,Enchanted Gilded Harbinger Crest,ephemerals enrichments and equipment,supplementary shattering,material maestro,resourceful residue,immaculate ingenuity,,
224072,Enchanted Runed Harbinger Crest,ephemerals enrichments and equipment,supplementary shattering,material maestro,resourceful residue,immaculate ingenuity,,
224069,Enchanted Weathered Harbinger Crest,ephemerals enrichments and equipment,supplementary shattering,material maestro,resourceful residue,immaculate ingenuity,,
224173,Concentration Concentrate,ephemerals enrichments and equipment,supplementary shattering,finalized finishers,resourceful residue,material maestro,magnificent multicrafting,immaculate ingenuity
224178,Mirror Powder,ephemerals enrichments and equipment,supplementary shattering,finalized finishers,resourceful residue,material maestro,magnificent multicrafting,immaculate ingenuity
224108,Oil of Beledar's Grace,ephemerals enrichments and equipment,supplementary shattering,resourceful residue,immaculate ingenuity,material maestro,magnificent multicrafting,optimal oils
224111,Oil of Deep Toxins,ephemerals enrichments and equipment,supplementary shattering,resourceful residue,immaculate ingenuity,material maestro,magnificent multicrafting,optimal oils
224105,Algari Mana Oil,ephemerals enrichments and equipment,supplementary shattering,resourceful residue,immaculate ingenuity,material maestro,magnificent multicrafting,optimal oils
224116,Runed Null Stone Rod,ephemerals enrichments and equipment,supplementary shattering,resourceful residue,professional production,exquisite equipment,immaculate ingenuity,
224115,Runed Ironclaw Rod,ephemerals enrichments and equipment,supplementary shattering,resourceful residue,professional production,exquisite equipment,immaculate ingenuity,
224405,Scepter of Radiant Magics,ephemerals enrichments and equipment,supplementary shattering,exquisite equipment,combat crafts,resourceful residue,immaculate ingenuity,
224404,Enchanted Spearwood Wand,ephemerals enrichments and equipment,supplementary shattering,exquisite equipment,combat crafts,resourceful residue,immaculate ingenuity,
224114,Runed Bsimuth Rod,ephemerals enrichments and equipment,supplementary shattering,resourceful residue,professional production,exquisite equipment,immaculate ingenuity,
223650,Enchant Boots - Cavalry's March,everlasting enchantments,accentuated accessories,arathor alterations,supplementary shattering,immaculate ingenuity,resourceful residue,
