itemID,itemName,,,,,,
221865,Chaos Circuit,inventing,parts,scrapper,ingenious,,
221868,Entropy Enhancer,inventing,parts,scrapper,ingenious,,
221862,Safety Switch,inventing,parts,scrapper,ingenious,,
225987,Bottled Brilliance,inventing,parts,scrapper,ingenious,,
221859,Gyrating Gear,inventing,parts,scrapper,ingenious,,
221853,Handful of Bismuth Bolts,inventing,parts,scrapper,ingenious,,
221856,Whimsical Wiring,inventing,parts,scrapper,ingenious,,
221926,Blame Redirection Device,inventing,parts,scrapper,ingenious,,
221932,Complicated Fuse Box,inventing,parts,scrapper,ingenious,,
221923,Recalibrated Safety Switch,inventing,parts,scrapper,ingenious,,
221938,Concealed Chaos Module,inventing,parts,scrapper,ingenious,,
221941,Energy Redistribution Beacon,inventing,parts,scrapper,ingenious,,
221935,Pouch of Pocket Grenades,inventing,parts,scrapper,ingenious,,
221920,Adjustable Cogwheel,inventing,parts,scrapper,ingenious,adjustable cogwheel,
221917,Impeccable Cogwheel,inventing,parts,scrapper,ingenious,impeccable cogwheel,
221914,Overclocked Cogwheel,inventing,parts,scrapper,ingenious,overclocked cogwheel,
221911,Serrated Cogwheel,inventing,parts,scrapper,ingenious,serrated cogwheel,
221805,Blasting Bracers,engineered equipment,inventing,calibrated chaos,scrapper,bracers,ingenious
221808,Clanking Cuffs,engineered equipment,inventing,calibrated chaos,scrapper,bracers,ingenious
221804,Dangerous Distraction Inhibitor,inventing,engineered equipment,inventor's necessities,goggles,ingenious,scrapper
221802,Overclocked Idea Generator,inventing,engineered equipment,inventor's necessities,goggles,ingenious,scrapper
221969,P.0.W. x2,engineered equipment,inventing,calibrated chaos,ingenious,scrapper,guns
221801,Studious Brilliance Expeditor,inventing,engineered equipment,inventor's necessities,goggles,ingenious,scrapper
221803,Supercharged Thought Enhancer,inventing,engineered equipment,inventor's necessities,goggles,ingenious,scrapper
221806,Venting Vambraces,engineered equipment,inventing,calibrated chaos,scrapper,bracers,ingenious
221807,Whirring Wristwraps,engineered equipment,inventing,calibrated chaos,scrapper,bracers,ingenious
225646,4UT0-41M3R,engineered equipment,inventing,calibrated chaos,ingenious,scrapper,guns
225642,Acolyte's Goggles,inventing,engineered equipment,inventor's necessities,goggles,ingenious,scrapper
225645,Dredger's Goggles,inventing,engineered equipment,inventor's necessities,goggles,ingenious,scrapper
225643,Spelunker's Goggles,inventing,engineered equipment,inventor's necessities,goggles,ingenious,scrapper
225644,Tracker's Goggles,inventing,engineered equipment,inventor's necessities,goggles,ingenious,scrapper
221789,Aqirite Brainwave Projector,engineered equipment,inventing,profession gear,inventor's necessities,scrapper,ingenious
221791,Aqirite Fisherfiend,engineered equipment,inventing,profession gear,inventor's necessities,scrapper,ingenious
221798,Aqirite Fueled Samophlange,engineered equipment,inventing,profession gear,inventor's necessities,scrapper,ingenious
221796,Aqirite Miner's Headgear,engineered equipment,inventing,profession gear,inventor's necessities,scrapper,ingenious
221793,Lapidary's Aqirite Clamps,engineered equipment,inventing,profession gear,inventor's necessities,scrapper,ingenious
221800,Miner's Aqirite Hoard,engineered equipment,inventing,profession gear,inventor's necessities,scrapper,ingenious
221787,Spring-Loaded Aqirite Fabric Cutters,engineered equipment,inventing,profession gear,inventor's necessities,scrapper,ingenious
221788,Bismuth Brainwave Projector,engineered equipment,inventing,profession gear,inventor's necessities,scrapper,ingenious
221790,Bismuth Fisherfiend,engineered equipment,inventing,profession gear,inventor's necessities,scrapper,ingenious
