itemID,itemName,,,,,,,,,,,,,,
244177,Runed Dazzling Thorium Rod,245345,20,237366,3,243599,30,243602,10,243605,4,244637,,,
244176,Runed Brilliant Silver Rod,243599,20,243602,5,243605,2,237364,5,244637,1,,,,
244175,Runed Refulgent Copper Rod,244174,1,243599,5,,,,,,,,,,
244179,Magister's Grand Focus,232875,2,236949,10,251283,1,243602,20,243605,1,244637,1,,
244178,Thalassian Spellweaver's Wand,243599,15,243602,3,,,,,,,,,,
243735,Oil of Dawn,236949,5,251285,2,243599,5,240991,1,,,,,,
243737,Smuggler's Enchanted Edge,236950,5,251285,2,243599,5,240991,1,,,,,,
243733,Thalassian Phoenix Oil,236949,5,243599,5,240991,1,,,,,,,,
244009,Enchant Boots - Farstrider's Hunt,236949,10,238525,1,251285,2,243599,15,243602,3,243605,1,,
243953,Enchant Boots - Lynx's Dexterity,236951,10,238523,1,251285,2,243599,15,243602,3,243605,1,,
243983,Enchant Boots  - Shaladrassil's Roots,236950,10,251285,2,243599,10,243602,5,243605,1,236774,20,,
243947,Enchant Chest - Mark of Nalorakk,236951,5,238528,1,251285,2,243599,15,243602,10,243605,2,,
244003,Enchant Chest - Mark of the Magister,236949,5,251285,2,243599,15,243602,10,243605,2,239198,2,,
243975,Enchant Chest - Mark of the Rootwarden,236950,5,238530,1,251285,2,243599,15,243602,10,243605,2,,
243977,Enchant Chest - Mark of the Worldsoul,236950,5,238529,1,251285,2,243599,15,243602,10,243605,2,,
243981,Enchant Helm - Empowered Blessing of Speed,236950,20,251285,2,243599,20,243602,10,243605,2,,,,
243951,Enchant Helm - Empowered Hex of Leeching,236951,20,251285,2,243599,20,243602,10,243605,2,,,,
244007,Enchant Helm - Empowered Rune of Avoidance,236949,20,251285,2,243599,20,243602,10,243605,2,,,,
243981,Enchant Helm - Blessing of Speed,243599,15,243602,3,,,,,,,,,,
243949,Enchant Helm - Hex of Leeching,243599,15,243602,3,,,,,,,,,,
244005,Enchant Helm - Rune of Avoidance,243599,15,243602,3,,,,,,,,,,
243957,Enchant Ring - Eyes of the Eagle,236951,15,238522,2,251285,2,243599,15,243602,3,243605,1,,
243987,Enchant Ring - Nature's Fury,236950,15,251285,2,243599,15,243602,3,243605,1,,,,
244015,Enchant Ring - Silvermoon's Alacrity,236949,15,251285,2,243599,15,243602,3,243605,1,,,,
244017,Enchant Ring - Silvermoon's Tenacity,236949,15,251285,2,243599,15,243602,3,243605,1,,,,
243959,Enchant Ring - Zul'jin's Mastery,236951,15,251285,2,243599,15,243602,3,243605,1,,,,
243955,Enchant Ring - Amani Mastery,243599,5,,,,,,,,,,,,
243985,Enchant Ring - Nature's Wrath,243599,5,,,,,,,,,,,,
244013,Enchant Ring - Thalassian Versatility,243599,5,,,,,,,,,,,,
244011,Enchant Ring - Thalassian Haste,243599,5,,,,,,,,,,,,
243963,Enchant Shoulders - Akil'zon's Swiftness,236951,20,243599,20,243602,10,243605,2,,,,,,
243991,Enchant Shoulders - Amirdrassil's Grace,236950,20,251285,2,243599,20,243602,10,243605,2,,,,
244021,Enchant Shoulders - Silvermoon's Mending,236949,20,243599,20,243602,10,243605,2,,,,,,
244019,Enchant Shoulders - Thalassian Recovery,243599,15,243602,3,,,,,,,,,,
243961,Enchant Shoulders - Flight of the Eagle,243599,15,243602,3,,,,,,,,,,
243989,Enchant Shoulders - Nature's Grace,243599,15,243602,3,,,,,,,,,,
244029,Enchant Weapon - Acuity of the Ren'dorei,236952,5,251285,4,243599,20,243602,10,243605,3,242611,1,,
244031,Enchant Weapon - Arcane Mastery,236949,5,251285,4,243599,20,243602,15,243605,2,239198,2,,
243973,Enchant Weapon - Berserker's Rage,236951,5,251285,4,243599,20,243602,10,243605,2,242612,1,,
244027,Enchant Weapon - Flames of the Sin'dorei,236949,5,251285,4,243599,25,243602,15,243605,2,239201,2,,
243971,Enchant Weapon - Jan'alai's Precision,236951,5,238530,1,251285,4,243599,20,243602,5,243605,2,,
243969,Enchant Weapon - Strength of the Halazzi,236951,5,238528,1,251285,4,243599,20,243602,5,243605,2,,
243999,Enchant Weapon - Worldsoul Aegis,236950,5,251285,4,243599,20,243602,10,243605,2,242610,1,,
243997,Enchant Weapon - Worldsoul Cradle,236950,5,251285,4,243599,20,243602,10,243605,2,242610,1,,
244001,Enchant Weapon - Worldsoul Tenacity,236950,5,251285,4,243599,20,243602,10,243605,2,242610,1,,
243965,Enchant Tool - Amani Perception,236951,20,243599,20,243602,10,243605,2,238197,5,,,,
243967,Enchant Tool - Amani Resourcefulness,236951,20,243599,20,243602,10,243605,2,238197,5,,,,
243993,Enchant Tool - Haranir Finesse,236950,20,243599,20,243602,10,243605,2,238197,5,,,,
243995,Enchant Tool - Haranir Multicrafting,236950,20,243599,20,243602,10,243605,2,238204,5,,,,
244025,Enchant Tool - Ren'dorei Ingenuity,236952,20,243599,20,243602,10,243605,2,238202,5,,,,
244023,Enchant Tool - Sin'dorei Deftness,236949,20,243599,20,243602,10,243605,2,238204,5,,,,
244033,Illusory Adornment - Blooming Light,236949,1,243599,2,,,,,,,,,,
244035,Illusory Adornment - Nature's Embrace,236951,1,243599,2,,,,,,,,,,
244037,Illusory Adornment - Voidtouched,236952,1,243599,2,,,,,,,,,,
243773,Gleeful Glamour - Blood Elf,236951,1,243599,2,,,,,,,,,,
243774,Gleeful Glamour - Dark Iron Dwarf,236950,1,243599,2,,,,,,,,,,
243775,Gleeful Glamour - Draenei,236949,1,243599,2,,,,,,,,,,
243776,Gleeful Glamour - Dwarf,236950,1,243599,2,,,,,,,,,,
243777,Gleeful Glamour - Earthen,236950,1,243599,2,,,,,,,,,,
243778,Gleeful Glamour - Gnome,236950,1,243599,2,,,,,,,,,,
243779,Gleeful Glamour - Goblin,236950,1,243599,2,,,,,,,,,,
244056,Gleeful Glamour - Haranir,236950,1,243599,2,,,,,,,,,,
243780,Gleeful Glamour - Highmountain Tauren,236951,1,243599,2,,,,,,,,,,
243781,Gleeful Glamour - Human,236950,1,243599,2,,,,,,,,,,
243782,Gleeful Glamour - Kul Tiran,236950,1,243599,2,,,,,,,,,,
243783,Gleeful Glamour - Lightforged Draenei,236949,1,243599,2,,,,,,,,,,
243784,Gleeful Glamour - Mag'har Orc,236949,1,243599,2,,,,,,,,,,
243785,Gleeful Glamour - Mechagnome,236950,1,243599,2,,,,,,,,,,
243786,Gleeful Glamour - Night Elf,236951,1,243599,2,,,,,,,,,,
243787,Gleeful Glamour - Nightborne,236951,1,243599,2,,,,,,,,,,
243788,Gleeful Glamour - Orc,236949,1,243599,2,,,,,,,,,,
243789,Gleeful Glamour - Pandaren,236951,1,243599,2,,,,,,,,,,
243790,Gleeful Glamour - Tauren,236951,1,243599,2,,,,,,,,,,
243791,Gleeful Glamour - Troll,236951,1,243599,2,,,,,,,,,,
243792,Gleeful Glamour - Undead,236952,1,243599,2,,,,,,,,,,
243793,Gleeful Glamour - Void Elf,236952,1,243599,2,,,,,,,,,,
243794,Gleeful Glamour - Vulpera,236951,1,243599,2,,,,,,,,,,
243795,Gleeful Glamour - Worgen,236951,1,243599,2,,,,,,,,,,
243796,Gleeful Glamour - Zandalari Troll,236951,1,243599,2,,,,,,,,,,
262459,Animated Sin'dorei Hammer,243060,10,256963,14,243602,15,243605,5,238204,10,,,,
262458,Animated Sin'dorei Pick,243060,10,256963,14,243602,15,243605,5,238204,10,,,,
262450,Ensorcelled Broom,251665,50,256963,22,243599,30,243602,5,243605,5,,,,
262455,Font of Gleaming Water,236951,10,245882,10,256963,14,243599,30,243602,10,243605,3,242788,5
262468,Ren'dorei Postal Repository,236952,10,245881,20,256963,18,243602,15,243605,5,242788,5,,
262590,Rootflame Campfire,236950,10,256963,32,243602,15,243605,5,236774,10,,,,
246693,Self-Pouring Thalassian Sunwine,256963,18,243602,10,243605,5,242787,5,,,,,,
262470,Spellbound Tome of Thalassian Magics,236949,10,245881,20,256963,20,243599,20,243602,10,243605,3,,
268038,Endless Codex of Blooming Light,256963,50,236949,20,245881,50,243599,50,243602,10,243605,3,245805,2
268039,Endless Codex of Nature's Grace,256963,50,236951,20,245881,50,243599,50,243602,10,243605,3,245805,2
268041,Endless Codex of the Voidtouched,256963,50,236952,20,245881,50,243599,50,243602,10,243605,3,245801,2
