itemID,itemName,tag,difficulty,multicraft,quantity,skill,rarity,hasReagentQualities,hasEmbellishmentSlot,hasMissiveSlot,hasSafetyComponent,hasCrestSlot
239700,Bright Linen Bolt,crafting reagent,350,0,1,0,uncommon,TRUE,FALSE,FALSE,FALSE,FALSE
239711,Bright Linen Bandage,consumable,200,0,1,0,common,TRUE,FALSE,FALSE,FALSE,FALSE
239198,Arcanoweave Bolt,crafting reagent,515,0,2,0,epic,TRUE,FALSE,FALSE,FALSE,FALSE
239201,Sunfire Silk Bolt,crafting reagent,515,0,2,0,epic,TRUE,FALSE,FALSE,FALSE,FALSE
239702,Imbued Birght Linen Bolt,crafting reagent,430,0,1,0,rare,TRUE,FALSE,FALSE,FALSE,FALSE
240166,Arcanoweave Lining,embellishment,505,0,1,0,rare,TRUE,FALSE,FALSE,FALSE,FALSE
240164,Sunfire Silk Lining,embellishment,505,0,1,0,rare,TRUE,FALSE,FALSE,FALSE,FALSE
239656,Adherent's Silken Shroud,gear (combat),395,-1,1,0,epic,TRUE,TRUE,TRUE,FALSE,TRUE
239648,Martyr's Bindings,gear (combat),395,-1,1,0,epic,TRUE,TRUE,TRUE,FALSE,TRUE
239652,Martyr's Crown,gear (combat),395,-1,1,0,epic,TRUE,TRUE,TRUE,FALSE,TRUE
239653,Martyr's Gloves,gear (combat),395,-1,1,0,epic,TRUE,TRUE,TRUE,FALSE,TRUE
239651,Martyr's Leggings,gear (combat),395,-1,1,0,epic,TRUE,TRUE,TRUE,FALSE,TRUE
239650,Martyr's Mantle,gear (combat),395,-1,1,0,epic,TRUE,TRUE,TRUE,FALSE,TRUE
239654,Martyr's Slippers,gear (combat),395,-1,1,0,epic,TRUE,TRUE,TRUE,FALSE,TRUE
239655,Martyr's Vestments,gear (combat),395,-1,1,0,epic,TRUE,TRUE,TRUE,FALSE,TRUE
239649,Martyr's Waistwrap,gear (combat),395,-1,1,0,epic,TRUE,TRUE,TRUE,FALSE,TRUE
239675,Courtly Shoulders,gear (combat),365,-1,1,0,rare,TRUE,TRUE,TRUE,FALSE,TRUE
239672,Courtly Robes,gear (combat),365,-1,1,0,rare,TRUE,TRUE,TRUE,FALSE,TRUE
239674,Courtly Cloak,gear (combat),365,-1,1,0,rare,TRUE,TRUE,TRUE,FALSE,TRUE
239669,Courtly Gloves,gear (combat),365,-1,1,0,rare,TRUE,TRUE,TRUE,FALSE,TRUE
239668,Courtly Helm,gear (combat),365,-1,1,0,rare,TRUE,TRUE,TRUE,FALSE,TRUE
239676,Courtly Pants,gear (combat),365,-1,1,0,rare,TRUE,TRUE,TRUE,FALSE,TRUE
239670,Courtly Belt,gear (combat),350,-1,1,0,rare,TRUE,TRUE,TRUE,FALSE,TRUE
239673,Courtly Slippers,gear (combat),365,-1,1,0,rare,TRUE,TRUE,TRUE,FALSE,TRUE
239671,Courtly Wrists,gear (combat),350,-1,1,0,rare,TRUE,TRUE,TRUE,FALSE,TRUE
239660,Arcanoweave Bracers,gear (combat),490,-1,1,0,epic,TRUE,FALSE,FALSE,FALSE,TRUE
239661,Arcanoweave Cloak,gear (combat),490,-1,1,0,epic,TRUE,FALSE,FALSE,FALSE,TRUE
239664,Arcanoweave Cord,gear (combat),490,-1,1,0,epic,TRUE,FALSE,FALSE,FALSE,TRUE
239662,Arcanoweave Treads,gear (combat),490,-1,1,0,epic,TRUE,FALSE,FALSE,FALSE,TRUE
239657,Sunfire Bracers,gear (combat),490,-1,1,0,epic,TRUE,FALSE,FALSE,FALSE,TRUE
