itemID,itemName,,,,,,,
245764,Codified Azeroot,Dextrous Diligence,Calm Hands,Added Flair,Keen Eye,Processing,Perfected Products,Perfect Ciphers
245766,Soul Cipher,Dextrous Diligence,Calm Hands,Added Flair,Keen Eye,Processing,Perfected Products,Perfect Ciphers
245805,Sienna Ink,Dextrous Diligence,Calm Hands,Added Flair,Keen Eye,Processing,Perfected Products,Perfect Inks
245801,Munsell Ink,Dextrous Diligence,Calm Hands,Added Flair,Keen Eye,Processing,Perfected Products,Perfect Inks
245871,Darkmoon Sigil: Blood,Dextrous Diligence,Calm Hands,Added Flair,Keen Eye,Darkmoon Curiosity,Blood,Darkmoon Sigil: Blood
245875,Darkmoon Sigil: Hunt,Dextrous Diligence,Calm Hands,Added Flair,Keen Eye,Darkmoon Curiosity,Hunt,Darkmoon Sigil: Hunt
245877,Darkmoon Sigil: Rot,Dextrous Diligence,Calm Hands,Added Flair,Keen Eye,Darkmoon Curiosity,Rot,Darkmoon Sigil: Rot
245873,Darkmoon Sigil: Void,Dextrous Diligence,Calm Hands,Added Flair,Keen Eye,Darkmoon Curiosity,Void,Darkmoon Sigil: Void
246305,Darkmoon Dominion: Blood,Dextrous Diligence,Calm Hands,Added Flair,Keen Eye,Darkmoon Curiosity,Blood,Darkmoon Dominion: Blood
246304,Darkmoon Dominion: Hunt,Dextrous Diligence,Calm Hands,Added Flair,Keen Eye,Darkmoon Curiosity,Hunt,Darkmoon Dominion: Hunt
246306,Darkmoon Dominion: Rot,Dextrous Diligence,Calm Hands,Added Flair,Keen Eye,Darkmoon Curiosity,Rot,Darkmoon Dominion: Rot
246307,Darkmoon Dominion: Void,Dextrous Diligence,Calm Hands,Added Flair,Keen Eye,Darkmoon Curiosity,Void,Darkmoon Dominion: Void
245770,Aln'hara Cane,Dextrous Diligence,Calm Hands,Added Flair,Keen Eye,Blueprints,Field Research,Staves
245769,Aln'hara Lantern,Dextrous Diligence,Calm Hands,Added Flair,Keen Eye,Blueprints,Field Research,Lamps and Lanterns
245771,Aln'hara Pikestaff,Dextrous Diligence,Calm Hands,Added Flair,Keen Eye,Blueprints,Field Research,Staves
