itemID,itemName,,,,,,,,,,,,,,
245764,Codified Azeroot,236950,1,236951,1,245766,1,236774,8,,,,,,
245766,Soul Cipher,236952,1,236949,1,242788,1,245801,1,245805,1,,,,
245805,Sienna Ink,245882,3,245807,20,245803,10,245867,5,,,,,,
245801,Munsell Ink,245882,3,245807,20,245865,10,245867,5,,,,,,
245871,Darkmoon Sigil: Blood,245882,1,236949,10,245855,1,245766,5,,,,,,
245875,Darkmoon Sigil: Hunt,245882,1,236951,10,245829,1,245766,5,,,,,,
245877,Darkmoon Sigil: Rot,245882,1,236950,10,245846,1,245766,5,,,,,,
245873,Darkmoon Sigil: Void,245882,1,236952,10,245750,1,245766,5,,,,,,
246305,Darkmoon Dominion: Blood,232875,2,245882,1,236949,20,245855,1,251283,1,245764,10,245766,5
246304,Darkmoon Dominion: Hunt,232875,2,245882,1,23951,20,245829,1,251283,1,245764,10,245766,5
246306,Darkmoon Dominion: Rot,232875,2,245882,1,236950,20,245846,1,251283,1,245764,10,245766,5
246307,Darkmoon Dominion: Void,232875,2,245882,1,236952,20,245750,1,251283,1,245764,10,245766,5
245770,Aln'hara Cane,232875,4,238529,1,251283,1,245764,6,245766,3,,,,
245769,Aln'hara Lantern,232875,4,238528,1,251283,1,245764,4,245766,6,,,,
245771,Aln'hara Pikestaff,232875,4,238529,1,251283,1,245764,6,245766,3,,,,
265337,Aln'hara Sprigshot,232875,4,238530,1,251283,1,245764,8,245766,2,,,,
245773,Faunatender's Baton,245882,1,236774,8,,,,,,,,,,
265336,Faunatender's Trust,245882,1,236774,8,,,,,,,,,,
245772,Floratender's Crutch,245882,1,236774,8,,,,,,,,,,
245768,Rootwarden's Lamp,245882,1,236774,8,,,,,,,,,,
245797,Contract: The Amani Tribe,245881,1,236949,3,245801,1,245805,1,,,,,,
245795,Contract: The Hara'ti,245881,1,236950,3,245801,1,245805,1,,,,,,
245799,Contract: The Silvermoon Court,245881,1,236951,3,245801,1,245805,1,,,,,,
245793,Contract: The Singularity,245881,1,236952,3,245801,1,245805,1,,,,,,
245789,Thalassian Missive of the Peerless,245881,1,236952,1,245801,2,245805,2,,,,,,
245791,Thalassian Missive of the Quickblade,245881,1,236952,1,245801,2,245805,2,,,,,,
245785,Thalassian Missive of the Fireflash,245881,1,236950,1,245801,2,245805,2,,,,,,
245787,Thalassian Missive of the Harmonious,245881,1,236952,1,245801,2,245805,2,,,,,,
245781,Thalassian Missive of the Aurora,245881,1,236950,1,245801,2,245805,2,,,,,,
245783,Thalassian Missive of the Feverflare,245881,1,236950,1,245801,2,245805,2,,,,,,
245820,Thalassian Missive of Crafting Speed,245881,1,236951,1,245801,2,245805,2,,,,,,
245826,Thalassian Missive of Deftness,245881,1,236951,1,245801,2,245805,2,,,,,,
245822,Thalassian Missive of Finesse,245881,1,236951,1,245801,2,245805,2,,,,,,
245814,Thalassian Missive of Ingenuity,245881,1,236949,1,245801,2,245805,2,,,,,,
245818,Thalassian Missive of Multicraft,245881,1,236949,1,245801,2,245805,2,,,,,,
245824,Thalassian Missive of Perception,245881,1,236949,1,245801,2,245805,2,,,,,,
245816,Thalassian Missive of Resourcefulness,245881,1,236949,1,245801,2,245805,2,,,,,,
259205,Gilded Alchemist's Mixing Rod,245345,20,245764,10,245766,4,,,,,,,,
259209,Gilded Sin'dorei Quill,245345,20,245764,8,245801,8,245805,8,,,,,,
259207,Gilded Sin'dorei Rolling Pin,238528,2,245345,20,245764,4,,,,,,,,
245778,Sin'dorei Alchemist's Mixing Rod,245764,6,245766,2,,,,,,,,,,
245776,Sin'dorei Quill,245764,5,245801,5,245805,5,,,,,,,,
245780,Sin'dorei Rolling Pin,238528,1,245764,4,,,,,,,,,,
245777,Hobbyist Alchemist's Mixing Rod,245882,1,236774,10,245805,1,,,,,,,,
245779,Hobbyist Rolling Pin,236774,10,245805,1,,,,,,,,,,
245775,Hobbyist Quill,245882,1,236774,5,245801,1,245805,1,,,,,,
245755,Thalassian Treatise on Alchemy,245881,3,236949,1,245801,1,245805,1,,,,,,
245763,Thalassian Treatise on Blacksmithing,245881,3,236951,1,245801,1,245805,1,,,,,,
245759,Thalassian Treatise on Enchanting,245881,3,236950,1,245801,1,245805,1,,,,,,
245809,Thalassian Treatise on Engineering,245881,3,236952,1,245801,1,245805,1,,,,,,
245761,Thalassian Treatise on Herbalism,245881,3,236949,1,245801,1,245805,1,,,,,,
245757,Thalassian Treatise on Inscription,245881,3,236951,1,245801,1,245805,1,,,,,,
245760,Thalassian Treatise on Jewelcrafting,245881,3,236950,1,245801,1,245805,1,,,,,,
245758,Thalassian Treatise on Leatherworking,245881,3,236952,1,245801,1,245805,1,,,,,,
245762,Thalassian Treatise on Mining,245881,3,236949,1,245801,1,245805,1,,,,,,
245828,Thalassian Treatise on Skinning,245881,3,236951,1,245801,1,245805,1,,,,,,
245756,Thalassian Treatise on Tailoring,245881,3,236950,1,245801,1,245805,1,,,,,,
245879,Vantus Rune: Radiant,245882,1,245881,1,251285,2,245766,1,,,,,,
262464,Floating Void-Touched Tome,256963,22,245764,4,245766,8,,,,,,,,
262597,Gilded Eversong Book,256963,6,245764,1,245766,2,,,,,,,,
253508,Harandar Signpost,256963,18,245764,3,245766,7,,,,,,,,
262594,Homely Sin'dorei Shelf,256963,24,245764,4,245766,9,,,,,,,,
262595,Homely Wall Shelves,256963,24,245764,4,245766,9,,,,,,,,
262616,Lively Sonwriter's Quill,256963,18,245764,3,245766,7,,,,,,,,
263034,Magnificent Towering Bookcase,256963,50,245764,10,245766,20,,,,,,,,
262598,Opened Sin'dorei Scroll,256963,6,245764,1,245766,2,,,,,,,,
262790,Restful Bronze Bench,256963,22,245764,4,245766,8,,,,,,,,
262615,Sin'dorei Phoenix Quill,256963,4,245764,1,245766,1,,,,,,,,
262612,Sturdy Ren'dorei Cask,256963,26,245764,5,245766,10,,,,,,,,
262601,Wild Hanging Scroll,256963,18,245764,3,245766,7,,,,,,,,
245869,Thalassian Competitor's Bow,256559,10,245764,3,,,,,,,,,,
245753,Thalassian Competitor's Emblem,256559,3,245882,3,245766,4,245801,2,,,,,,
245752,Thalassian Competitor's Insignia of Alacrity,256559,3,245882,3,245766,4,245801,2,,,,,,
245870,Thalassian Competitor's Lamp,256559,3,245764,2,245766,1,,,,,,,,
245751,Thalassian Competitor's Medallion,256559,3,245882,3,245766,4,245805,2,,,,,,
245868,Thalassian Competitor's Pillar,256559,10,245764,3,,,,,,,,,,
268365,Thalassian Competitor's Staff,256559,10,245764,3,,,,,,,,,,
