itemID,itemName,tag,difficulty,multicraft,quantity,skill,rarity,hasReagentQualities,hasEmbellishmentSlot,hasMissiveSlot,hasSafetyComponent,hasCrestSlot,,,,,,,,,,
222423,Sanctified Alloy,crafting reagent,525,0,2,0,epic,TRUE,FALSE,FALSE,FALSE,FALSE,226202,5,221758,1,210939,1,222417,1,210936,2
222420,Charged Alloy,crafting reagent,525,0,1,0,rare,TRUE,FALSE,FALSE,FALSE,FALSE,226202,5,213610,1,222417,2,210933,5,,
222426,Ironclaw Alloy,crafting reagent,525,0,1,0,rare,TRUE,FALSE,FALSE,FALSE,FALSE,226202,5,213610,1,222417,2,210936,5,,
222417,Core Alloy,crafting reagent,525,0,1,0,uncommon,TRUE,FALSE,FALSE,FALSE,FALSE,226202,5,213610,1,210930,10,,,,
222430,Everforged Breastplate,gear (combat),490,np.nan,1,0,epic,TRUE,TRUE,TRUE,FALSE,TRUE,211296,1,222423,6,222426,12,,,,
222432,Everforged Defender,gear (combat),490,np.nan,1,0,epic,TRUE,TRUE,TRUE,FALSE,TRUE,211296,1,219901,1,222423,6,222426,8,,
222437,Everforged Gauntlets,gear (combat),490,np.nan,1,0,epic,TRUE,TRUE,TRUE,FALSE,TRUE,211296,1,222423,6,222426,12,,,,
222431,Everforged Greatbelt,gear (combat),490,np.nan,1,0,epic,TRUE,TRUE,TRUE,FALSE,TRUE,211296,1,222423,6,222426,10,,,,
222433,Everforged Helm,gear (combat),490,np.nan,1,0,epic,TRUE,TRUE,TRUE,FALSE,TRUE,211296,1,222423,6,222426,12,,,,
222434,Everforged Legplates,gear (combat),490,np.nan,1,0,epic,TRUE,TRUE,TRUE,FALSE,TRUE,211296,1,222423,5,222426,14,,,,
222436,Everforged Pauldrons,gear (combat),490,np.nan,1,0,epic,TRUE,TRUE,TRUE,FALSE,TRUE,211296,1,222423,6,222426,8,,,,
222429,Everforged Sabatons,gear (combat),490,np.nan,1,0,epic,TRUE,TRUE,TRUE,FALSE,TRUE,211296,1,222423,6,222426,12,,,,
222435,Everforged Vambraces,gear (combat),490,np.nan,1,0,epic,TRUE,TRUE,TRUE,FALSE,TRUE,211296,1,222423,4,222426,12,,,,
222476,Dredger's Developed Legplates,gear (combat),250,np.nan,1,0,rare,TRUE,TRUE,TRUE,FALSE,TRUE,210930,6,222417,1,,,,,,
222478,Dredger's Developed Pauldrons,gear (combat),250,np.nan,1,0,rare,TRUE,TRUE,TRUE,FALSE,TRUE,210930,5,222417,2,,,,,,
222479,Dredger's Developed Gauntlets,gear (combat),250,np.nan,1,0,rare,TRUE,TRUE,TRUE,FALSE,TRUE,210930,4,222417,1,,,,,,
222475,Dredger's Developed Helm,gear (combat),250,np.nan,1,0,rare,TRUE,TRUE,TRUE,FALSE,TRUE,210930,4,222417,1,,,,,,
222474,Dredger's Developed Defender,gear (combat),250,np.nan,1,0,rare,TRUE,TRUE,TRUE,FALSE,TRUE,210930,3,222417,2,,,,,,
222473,Dredger's Developed Greatbelt,gear (combat),250,np.nan,1,0,rare,TRUE,TRUE,TRUE,FALSE,TRUE,210930,1,222417,2,,,,,,
222477,Dredger's Plate Vambraces,gear (combat),200,np.nan,1,0,rare,TRUE,TRUE,TRUE,FALSE,TRUE,210930,8,222417,1,,,,,,
222472,Dredger's Plate Breastplate,gear (combat),200,np.nan,1,0,rare,TRUE,TRUE,TRUE,FALSE,TRUE,210930,1,222417,2,,,,,,
222471,Dredger's Plate Sabatons,gear (combat),200,np.nan,1,0,rare,TRUE,TRUE,TRUE,FALSE,TRUE,210930,10,222417,1,,,,,,
