itemID,itemName,tag,difficulty,multicraft,quantity,skill,rarity,hasReagentQualities,hasEmbellishmentSlot,hasMissiveSlot,hasSafetyComponent,hasCrestSlot
224073,Enchanted Gilded Harbinger Crest,crafting reagent,np.nan,np.nan,1,np.nan,epic,TRUE,FALSE,FALSE,FALSE,FALSE
224072,Enchanted Runed Harbinger Crest,crafting reagent,np.nan,np.nan,1,np.nan,epic,TRUE,FALSE,FALSE,FALSE,FALSE
224069,Enchanted Weathered Harbinger Crest,crafting reagent,np.nan,np.nan,1,np.nan,epic,TRUE,FALSE,FALSE,FALSE,FALSE
224173,Concentration Concentrate,finishing reagent,480,0,1,0,uncommon,TRUE,FALSE,FALSE,FALSE,FALSE
224178,Mirror Powder,finishing reagent,480,0,1,0,uncommon,TRUE,FALSE,FALSE,FALSE,FALSE
224108,Oil of Beledar's Grace,consumable,480,0,5,0,uncommon,TRUE,FALSE,FALSE,FALSE,FALSE
224111,Oil of Deep Toxins,consumable,480,0,5,0,uncommon,TRUE,FALSE,FALSE,FALSE,FALSE
224105,Algari Mana Oil,consumable,480,0,5,0,uncommon,TRUE,FALSE,FALSE,FALSE,FALSE
224116,Runed Null Stone Rod,gear (profession),475,np.nan,1,0,epic,TRUE,FALSE,TRUE,FALSE,FALSE
224115,Runed Ironclaw Rod,gear (profession),475,np.nan,1,0,rare,TRUE,FALSE,TRUE,FALSE,FALSE
224405,Scepter of Radiant Magics,gear (combat),430,np.nan,1,0,epic,TRUE,TRUE,TRUE,FALSE,TRUE
224404,Enchanted Spearwood Wand,gear (combat),300,np.nan,1,0,rare,TRUE,TRUE,TRUE,FALSE,TRUE
224114,Runed Bsimuth Rod,gear (profession),200,np.nan,1,0,uncommon,TRUE,FALSE,TRUE,FALSE,FALSE
223650,Enchant Boots - Cavalry's March,item enhancement,480,np.nan,1,0,rare,TRUE,FALSE,FALSE,FALSE,FALSE
223656,Enchant Boots - Defender's March,item enhancement,480,np.nan,1,0,rare,TRUE,FALSE,FALSE,FALSE,FALSE
223653,Enchant Boots - Scout's March,item enhancement,480,np.nan,1,0,rare,TRUE,FALSE,FALSE,FALSE,FALSE
223713,Enchant Bracer - Chant of Amored Avoidance,item enhancement,480,np.nan,1,0,rare,TRUE,FALSE,FALSE,FALSE,FALSE
223719,Enchant Bracer - Chant of Armored Leech,item enhancement,480,np.nan,1,0,rare,TRUE,FALSE,FALSE,FALSE,FALSE
223725,Enchant Bracer - Chant of Armored Speed,item enhancement,480,np.nan,1,0,rare,TRUE,FALSE,FALSE,FALSE,FALSE
223716,Enchant Bracer - Whisper of Armored Leech,item enhancement,250,np.nan,1,0,rare,TRUE,FALSE,FALSE,FALSE,FALSE
223721,Enchant Bracer - Whisper of Armored Speed,item enhancement,250,np.nan,1,0,rare,TRUE,FALSE,FALSE,FALSE,FALSE
223708,Enchant Bracer - Whisper of Armored Avoidance,item enhancement,250,np.nan,1,0,rare,TRUE,FALSE,FALSE,FALSE,FALSE
223686,Enchant Chest - Council's Intellect,item enhancement,480,np.nan,1,0,rare,TRUE,FALSE,FALSE,FALSE,FALSE
223692,Enchant Chest - Crystalline Radiance,item enhancement,480,np.nan,1,0,rare,TRUE,FALSE,FALSE,FALSE,FALSE
223689,Enchant Chest - Oathsworn's Strength,item enhancement,480,np.nan,1,0,rare,TRUE,FALSE,FALSE,FALSE,FALSE
